state,puma12,place,place_name,afact,afact2,afact_product,afact_sum
48,3100,53388,Odessa city,0.0498,0.8751,0.04358,0.044467
53,10701,53545,Pasco city,0.1642,0.9086,0.149192,0.149265
53,10702,53545,Pasco city,0.0001,0.0002,2.00E-08,0.149265
53,10703,53545,Pasco city,0.0008,0.0912,0.000073,0.149265
20,602,53775,Overland Park city,0.469,0.2746,0.128787,0.504109
20,604,53775,Overland Park city,0.5174,0.7254,0.375322,0.504109
6,7112,53896,Ontario city,0.0006,0.0003,1.80E-07,0.875253
6,7113,53896,Ontario city,0.983,0.8814,0.866416,0.875253
6,7114,53896,Ontario city,0.0747,0.1183,0.008837,0.875253
6,5905,53980,Orange city,0.0278,0.1483,0.004123,0.527522
6,5910,53980,Orange city,0.1032,0.1231,0.012704,0.527522
6,5911,53980,Orange city,0.7152,0.7137,0.510438,0.527522
6,5913,53980,Orange city,0.0073,0.0042,0.000031,0.527522
6,5916,53980,Orange city,0.0213,0.0106,0.000226,0.527522
12,903,54000,Palm Bay city,0.0473,0.1903,0.009001,0.401058
12,904,54000,Palm Bay city,0.4842,0.8097,0.392057,0.401058
4,124,54050,Peoria city,0.0006,0.0001,6.00E-08,0.188372
4,126,54050,Peoria city,0.0266,0.0045,0.00012,0.188372
4,127,54050,Peoria city,0.8844,0.1425,0.126027,0.188372
4,128,54050,Peoria city,0.0001,0,0,0.188372
4,129,54050,Peoria city,0.1976,0.2837,0.056059,0.188372
4,130,54050,Peoria city,0.0335,0.0087,0.000291,0.188372
4,134,54050,Peoria city,0.0125,0.4474,0.005592,0.188372
4,500,54050,Peoria city,0.0025,0.1131,0.000283,0.188372
29,1701,54074,O'Fallon city,0.0429,0.3238,0.013891,0.107702
29,1702,54074,O'Fallon city,0.1459,0.6418,0.093639,0.107702
29,1703,54074,O'Fallon city,0.005,0.0344,0.000172,0.107702
12,3500,54200,Palm Coast city,0.1873,1,0.1873,0.1873
44,102,54640,Pawtucket city,0.1416,0.9979,0.141303,0.141305
44,103,54640,Pawtucket city,0.001,0.0021,2.10E-06,0.141305
6,11103,54652,Oxnard city,0.715,0.76,0.5434,0.552916
6,11104,54652,Oxnard city,0.0671,0.124,0.00832,0.552916
6,11105,54652,Oxnard city,0.0004,0.0224,9.00E-06,0.552916
6,11106,54652,Oxnard city,0.0127,0.0935,0.001187,0.552916
27,2500,54880,Rochester city,0.0853,1,0.0853,0.0853
4,109,55000,Phoenix city,0.0094,0.0005,4.70E-06,0.757406
4,110,55000,Phoenix city,0.0505,0.0047,0.000237,0.757406
4,112,55000,Phoenix city,0.2338,0.1106,0.025858,0.757406
4,113,55000,Phoenix city,0.9737,0.0621,0.060467,0.757406
4,114,55000,Phoenix city,1,0.0468,0.0468,0.757406
4,115,55000,Phoenix city,1,0.0423,0.0423,0.757406
4,116,55000,Phoenix city,1,0.0332,0.0332,0.757406
4,117,55000,Phoenix city,0.964,0.0429,0.041356,0.757406
4,118,55000,Phoenix city,0.9874,0.0666,0.065761,0.757406
4,119,55000,Phoenix city,0.9314,0.0562,0.052345,0.757406
4,120,55000,Phoenix city,0.9921,0.0991,0.098317,0.757406
4,121,55000,Phoenix city,0.7425,0.0946,0.07024,0.757406
4,122,55000,Phoenix city,0.9992,0.0275,0.027478,0.757406
4,123,55000,Phoenix city,0.9674,0.0309,0.029893,0.757406
4,124,55000,Phoenix city,0.0286,0.0014,0.00004,0.757406
4,125,55000,Phoenix city,1,0.0306,0.0306,0.757406
4,126,55000,Phoenix city,0.0306,0.0017,0.000052,0.757406
4,128,55000,Phoenix city,0.9999,0.0777,0.077692,0.757406
4,129,55000,Phoenix city,0.3327,0.1624,0.05403,0.757406
4,132,55000,Phoenix city,0.0002,0.0001,2.00E-08,0.757406
4,133,55000,Phoenix city,0.0993,0.0074,0.000735,0.757406
4,134,55000,Phoenix city,0.0001,0.0009,9.00E-08,0.757406
22,2400,55000,New Orleans city,1,0.7469,0.7469,0.984521
22,2401,55000,New Orleans city,1,0.098,0.098,0.984521
22,2402,55000,New Orleans city,0.9002,0.1551,0.139621,0.984521
37,1201,55000,Raleigh city,0.9287,0.2918,0.270995,0.602
37,1202,55000,Raleigh city,0.9471,0.2852,0.270113,0.602
37,1203,55000,Raleigh city,0.1876,0.1118,0.020974,0.602
37,1204,55000,Raleigh city,0.0973,0.1246,0.012124,0.602
37,1205,55000,Raleigh city,0.0092,0.0093,0.000086,0.602
37,1206,55000,Raleigh city,0.1692,0.1616,0.027343,0.602
37,1207,55000,Raleigh city,0.0305,0.0117,0.000357,0.602
37,1301,55000,Raleigh city,0.0014,0.0009,1.30E-06,0.602
37,1302,55000,Raleigh city,0.0024,0.003,7.20E-06,0.602
40,800,55000,Oklahoma City city,0.1456,0.2175,0.031668,0.476962
40,900,55000,Oklahoma City city,0.2227,0.2,0.04454,0.476962
40,1001,55000,Oklahoma City city,0.9835,0.092,0.090482,0.476962
40,1002,55000,Oklahoma City city,0.5527,0.0832,0.045985,0.476962
40,1003,55000,Oklahoma City city,0.187,0.0531,0.00993,0.476962
40,1004,55000,Oklahoma City city,0.3006,0.1143,0.034359,0.476962
40,1005,55000,Oklahoma City city,0.9166,0.1562,0.143173,0.476962
40,1006,55000,Oklahoma City city,0.9256,0.083,0.076825,0.476962
40,1102,55000,Oklahoma City city,0.0002,0.0008,1.60E-07,0.476962
6,3701,55156,Palmdale city,0.0143,0.2811,0.00402,0.4304
6,3704,55156,Palmdale city,0.5931,0.7189,0.42638,0.4304
25,3602,55745,Quincy city,0.0018,0.0061,0.000011,0.538452
25,3603,55745,Quincy city,0.5418,0.9938,0.538441,0.538452
25,3900,55745,Quincy city,0,0.0001,0,0.538452
12,1109,55775,Pembroke Pines city,0.0181,0.0155,0.000281,0.198647
12,1111,55775,Pembroke Pines city,0.0437,0.3889,0.016995,0.198647
12,1112,55775,Pembroke Pines city,0.2552,0.3767,0.096134,0.198647
12,1113,55775,Pembroke Pines city,0.3901,0.2185,0.085237,0.198647
12,1114,55775,Pembroke Pines city,0.0009,0.0004,3.60E-07,0.198647
49,57001,55980,Ogden city,0.0599,0.4194,0.025122,0.051713
49,57002,55980,Ogden city,0.0458,0.5806,0.026591,0.051713
9,101,55990,Norwalk city,0.0042,0.0233,0.000098,0.397322
9,103,55990,Norwalk city,0.4067,0.9767,0.397224,0.397322
6,3709,56000,Pasadena city,0.0337,0.147,0.004954,0.792635
6,3717,56000,Pasadena city,0.0071,0.0086,0.000061,0.792635
6,3718,56000,Pasadena city,0.9772,0.8053,0.786939,0.792635
6,3719,56000,Pasadena city,0.0126,0.0153,0.000193,0.792635
6,3735,56000,Pasadena city,0.0231,0.0197,0.000455,0.792635
6,3736,56000,Pasadena city,0.0081,0.0041,0.000033,0.792635
48,4605,56000,Pasadena city,0.8268,0.5336,0.44118,0.565601
48,4606,56000,Pasadena city,0.001,0.0009,9.00E-07,0.565601
48,4619,56000,Pasadena city,0.0066,0.0042,0.000028,0.565601
48,4621,56000,Pasadena city,0.2929,0.4218,0.123545,0.565601
48,4622,56000,Pasadena city,0.0215,0.0394,0.000847,0.565601
51,51175,56000,Newport News city,0.8929,0.9634,0.86022,0.860525
51,51186,56000,Newport News city,0.0119,0.0088,0.000105,0.860525
51,51206,56000,Newport News city,0.0072,0.0278,0.0002,0.860525
16,500,56260,Nampa city,0.0016,0.3721,0.000595,0.119394
16,600,56260,Nampa city,0.1892,0.6279,0.118799,0.119394
48,4617,56348,Pearland city,0.0401,0.0436,0.001748,0.506042
48,4620,56348,Pearland city,0.063,0.058,0.003654,0.506042
48,4801,56348,Pearland city,0.6906,0.7226,0.499028,0.506042
48,4802,56348,Pearland city,0.0109,0.1392,0.001517,0.506042
48,4905,56348,Pearland city,0.0026,0.0366,0.000095,0.506042
6,6505,56700,Perris city,0.0367,0.2418,0.008874,0.113522
6,6508,56700,Perris city,0.0028,0.0082,0.000023,0.113522
6,6509,56700,Perris city,0.1395,0.75,0.104625,0.113522
6,6510,56700,Perris city,0,0,0,0.113522
34,400,57000,Paterson city,0.9864,0.9964,0.982849,0.982853
34,502,57000,Paterson city,0.0011,0.0036,4.00E-06,0.982853
51,51154,57000,Norfolk city,0.9976,0.9273,0.925074,0.93229
51,51155,57000,Norfolk city,0.1017,0.0709,0.007211,0.93229
51,51165,57000,Norfolk city,0.0027,0.0018,4.90E-06,0.93229
48,6803,57200,Pharr city,0.3109,0.9972,0.310029,0.310033
48,6805,57200,Pharr city,0.0014,0.0028,3.90E-06,0.310033
49,49002,57300,Orem city,0.3734,0.9912,0.370114,0.370146
49,49003,57300,Orem city,0.0038,0.0083,0.000032,0.370146
49,49004,57300,Orem city,0,0.0005,0,0.370146
12,1106,57425,Plantation city,0.5752,0.9857,0.566975,0.567108
12,1107,57425,Plantation city,0.0132,0.0072,0.000095,0.567108
12,1108,57425,Plantation city,0.0054,0.007,0.000038,0.567108
6,1307,57456,Pittsburg city,0.2761,0.9255,0.255531,0.257036
6,1308,57456,Pittsburg city,0.0202,0.0745,0.001505,0.257036
53,11609,57745,Renton city,0.0075,0.0249,0.000187,0.536985
53,11610,57745,Renton city,0.6449,0.819,0.528173,0.536985
53,11611,57745,Renton city,0.0694,0.1203,0.008349,0.536985
53,11613,57745,Renton city,0.013,0.0206,0.000268,0.536985
53,11615,57745,Renton city,0.0005,0.0152,7.60E-06,0.536985
6,110,57792,Pleasanton city,0.0559,1,0.0559,0.0559
27,1302,58000,St. Paul city,0.0007,0.0006,4.20E-07,0.9994
27,1303,58000,St. Paul city,1,0.4984,0.4984,0.9994
27,1304,58000,St. Paul city,1,0.501,0.501,0.9994
27,1501,58000,St. Paul city,0,0.0001,0,0.9994
48,1901,58016,Plano city,0.4301,0.198,0.08516,0.79622
48,1902,58016,Plano city,0.9999,0.3801,0.380062,0.79622
48,1903,58016,Plano city,0.9997,0.3222,0.322103,0.79622
48,1904,58016,Plano city,0.0896,0.0641,0.005743,0.79622
48,2001,58016,Plano city,0.0888,0.0355,0.003152,0.79622
12,1103,58050,Pompano Beach city,0.1187,0.1048,0.01244,0.711835
12,1104,58050,Pompano Beach city,0.788,0.8875,0.69935,0.711835
12,1105,58050,Pompano Beach city,0.0058,0.0077,0.000045,0.711835
6,3711,58072,Pomona city,0.0103,0.0281,0.000289,0.918619
6,3712,58072,Pomona city,0.9869,0.9299,0.917718,0.918619
6,3713,58072,Pomona city,0.019,0.0201,0.000382,0.918619
6,3714,58072,Pomona city,0.0113,0.0202,0.000228,0.918619
6,7112,58072,Pomona city,0.0015,0.0016,2.40E-06,0.918619
12,11101,58715,Port St. Lucie city,0.0349,0.1334,0.004656,0.775063
12,11102,58715,Port St. Lucie city,0.889,0.8666,0.770407,0.775063
17,1701,59000,Peoria city,0.0775,1,0.0775,0.0775
41,1301,59000,Portland city,0.9586,0.2197,0.210604,0.767172
41,1302,59000,Portland city,0.989,0.2133,0.210954,0.767172
41,1303,59000,Portland city,0.9914,0.1228,0.121744,0.767172
41,1305,59000,Portland city,1,0.1127,0.1127,0.767172
41,1314,59000,Portland city,0.3852,0.2862,0.110244,0.767172
41,1316,59000,Portland city,0.0221,0.04,0.000884,0.767172
41,1318,59000,Portland city,0.0078,0.0038,0.00003,0.767172
41,1319,59000,Portland city,0,0,0,0.767172
41,1320,59000,Portland city,0.0004,0.0001,4.00E-08,0.767172
41,1324,59000,Portland city,0.008,0.0015,0.000012,0.767172
44,101,59000,Providence city,0.0008,0.0121,9.70E-06,0.907774
44,102,59000,Providence city,0.0135,0.0449,0.000606,0.907774
44,103,59000,Providence city,0.9668,0.9383,0.907148,0.907774
44,104,59000,Providence city,0.0022,0.0047,1.00E-05,0.907774
46,500,59020,Sioux Falls city,0.0024,0.1165,0.00028,0.727401
46,600,59020,Sioux Falls city,0.823,0.8835,0.727121,0.727401
6,6702,59444,Rancho Cordova city,0.4603,0.8938,0.411416,0.413064
6,6703,59444,Rancho Cordova city,0.0404,0.0324,0.001309,0.413064
6,6711,59444,Rancho Cordova city,0.0046,0.0738,0.000339,0.413064
6,7104,59451,Rancho Cucamonga city,0.0007,0.0185,0.000013,0.736692
6,7111,59451,Rancho Cucamonga city,0.7605,0.9684,0.736468,0.736692
6,7112,59451,Rancho Cucamonga city,0.0183,0.0112,0.000205,0.736692
6,7115,59451,Rancho Cucamonga city,0.0028,0.002,5.60E-06,0.736692
6,8900,59920,Redding city,0.0158,1,0.0158,0.0158
42,3103,60000,Philadelphia city,0,0,0,0.997391
42,3201,60000,Philadelphia city,1,0.1958,0.1958,0.997391
42,3202,60000,Philadelphia city,0.9925,0.0672,0.066696,0.997391
42,3203,60000,Philadelphia city,1,0.074,0.074,0.997391
42,3204,60000,Philadelphia city,1,0.0651,0.0651,0.997391
42,3205,60000,Philadelphia city,1,0.0796,0.0796,0.997391
42,3206,60000,Philadelphia city,0.9853,0.1426,0.140504,0.997391
42,3207,60000,Philadelphia city,1,0.0507,0.0507,0.997391
42,3208,60000,Philadelphia city,0.9999,0.0851,0.085091,0.997391
42,3209,60000,Philadelphia city,1,0.0442,0.0442,0.997391
42,3210,60000,Philadelphia city,1,0.1221,0.1221,0.997391
42,3211,60000,Philadelphia city,1,0.0736,0.0736,0.997391
6,8105,60102,Redwood City city,0.5168,0.7828,0.404551,0.418864
6,8106,60102,Redwood City city,0.0659,0.2172,0.014313,0.418864
6,7104,60466,Rialto city,0.0029,0.1347,0.000391,0.552876
6,7106,60466,Rialto city,0.0719,0.1229,0.008837,0.552876
6,7108,60466,Rialto city,0.0031,0.0049,0.000015,0.552876
6,7109,60466,Rialto city,0.7597,0.7148,0.543034,0.552876
6,7110,60466,Rialto city,0.0265,0.0226,0.000599,0.552876
32,101,60600,Reno city,0.8948,0.4476,0.400512,0.464456
32,102,60600,Reno city,0.129,0.4952,0.063881,0.464456
32,103,60600,Reno city,0.0011,0.0573,0.000063,0.464456
6,101,60620,Richmond city,0.025,0.0107,0.000267,0.60081
6,1301,60620,Richmond city,0.8061,0.5267,0.424573,0.60081
6,1302,60620,Richmond city,0.3894,0.4518,0.175931,0.60081
6,1303,60620,Richmond city,0.0036,0.0108,0.000039,0.60081
39,902,61000,Parma city,0.0004,0.0008,3.20E-07,0.60132
39,904,61000,Parma city,0.605,0.9939,0.601309,0.60132
39,907,61000,Parma city,0.0021,0.0053,0.000011,0.60132
42,1701,61000,Pittsburgh city,0.997,0.5424,0.540773,0.990078
42,1702,61000,Pittsburgh city,0.9851,0.4561,0.449304,0.990078
42,1803,61000,Pittsburgh city,0.0008,0.0008,6.40E-07,0.990078
42,1805,61000,Pittsburgh city,0.0003,0.0005,1.50E-07,0.990078
42,1806,61000,Pittsburgh city,0.0004,0.0002,8.00E-08,0.990078
48,1901,61796,Richardson city,0.3101,0.3584,0.11114,0.400851
48,2308,61796,Richardson city,0.1567,0.1343,0.021045,0.400851
48,2309,61796,Richardson city,0.5296,0.5073,0.268666,0.400851
6,6508,62000,Riverside city,0.0002,0.0002,4.00E-08,0.704228
6,6510,62000,Riverside city,0.6381,0.5371,0.342724,0.704228
6,6511,62000,Riverside city,0.9434,0.3775,0.356133,0.704228
6,6512,62000,Riverside city,0.0689,0.0766,0.005278,0.704228
6,6514,62000,Riverside city,0.0109,0.0085,0.000093,0.704228
8,700,62000,Pueblo city,0.0436,1,0.0436,0.0436
49,49001,62470,Provo city,0.0009,0.0156,0.000014,0.528157
49,49002,62470,Provo city,0.0075,0.0089,0.000067,0.528157
49,49003,62470,Provo city,0.7307,0.7199,0.526031,0.528157
49,49004,62470,Provo city,0.008,0.2556,0.002045,0.528157
25,507,62535,Somerville city,0.5412,0.9957,0.538873,0.538879
25,508,62535,Somerville city,0.0013,0.0043,5.60E-06,0.538879
6,6101,62938,Roseville city,0.3062,0.9674,0.296218,0.296444
6,6102,62938,Roseville city,0.0114,0.0192,0.000219,0.296444
6,6103,62938,Roseville city,0.0005,0.0134,6.70E-06,0.296444
12,10304,63000,St. Petersburg city,0.0393,0.0176,0.000692,0.781157
12,10306,63000,St. Petersburg city,0.1929,0.1071,0.02066,0.781157
12,10307,63000,St. Petersburg city,0.9672,0.5722,0.553432,0.781157
12,10308,63000,St. Petersburg city,0.6811,0.303,0.206373,0.781157
36,901,63000,Rochester city,0.0157,0.0378,0.000593,0.91335
36,902,63000,Rochester city,0.9813,0.3872,0.379959,0.91335
36,903,63000,Rochester city,0.949,0.5614,0.532769,0.91335
36,905,63000,Rochester city,0.0002,0.0016,3.20E-07,0.91335
36,906,63000,Rochester city,0.0024,0.012,0.000029,0.91335
53,11601,63000,Seattle city,1,0.2,0.2,0.986606
53,11602,63000,Seattle city,1,0.1816,0.1816,0.986606
53,11603,63000,Seattle city,1,0.135,0.135,0.986606
53,11604,63000,Seattle city,0.9992,0.1558,0.155675,0.986606
53,11605,63000,Seattle city,0.9965,0.3152,0.314097,0.986606
53,11610,63000,Seattle city,0.0054,0.0019,1.00E-05,0.986606
53,11611,63000,Seattle city,0.0215,0.0104,0.000224,0.986606
35,600,63460,Rio Rancho city,0.0235,0.8457,0.019874,0.0262
35,805,63460,Rio Rancho city,0.041,0.1543,0.006326,0.0262
48,5201,63500,Round Rock city,0.0018,0.0421,0.000076,0.409585
48,5202,63500,Round Rock city,0.5155,0.779,0.401574,0.409585
48,5203,63500,Round Rock city,0.0773,0.0916,0.007081,0.409585
48,5204,63500,Round Rock city,0.0102,0.0474,0.000483,0.409585
48,5301,63500,Round Rock city,0.0093,0.0399,0.000371,0.409585
42,2701,63624,Reading city,0.0002,0.0066,1.30E-06,0.092189
42,2702,63624,Reading city,0.0928,0.9934,0.092188,0.092189
6,6703,64000,Sacramento city,0.0005,0.0001,5.00E-08,0.600423
6,6704,64000,Sacramento city,0.0948,0.0253,0.002398,0.600423
6,6705,64000,Sacramento city,0.3692,0.23,0.084916,0.600423
6,6706,64000,Sacramento city,0.3124,0.1171,0.036582,0.600423
6,6707,64000,Sacramento city,0.9074,0.2235,0.202804,0.600423
6,6708,64000,Sacramento city,0.3756,0.1696,0.063702,0.600423
6,6709,64000,Sacramento city,0.9221,0.2277,0.209962,0.600423
6,6710,64000,Sacramento city,0.0123,0.0047,0.000058,0.600423
6,6711,64000,Sacramento city,0.0004,0.002,8.00E-07,0.600423
51,51155,64000,Portsmouth city,0.896,1,0.896,0.896
6,5302,64224,Salinas city,0.1345,1,0.1345,0.1345
48,2900,64472,San Angelo city,0.0393,1,0.0393,0.0393
41,1103,64900,Salem city,0.2906,0.161,0.046787,0.491095
41,1104,64900,Salem city,0.6687,0.6634,0.443616,0.491095
41,1105,64900,Salem city,0.0016,0.0386,0.000062,0.491095
41,1200,64900,Salem city,0.0046,0.137,0.00063,0.491095
4,109,65000,Scottsdale city,0.0012,0.0002,2.40E-07,0.338654
4,110,65000,Scottsdale city,0.6498,0.1699,0.110401,0.338654
4,111,65000,Scottsdale city,0.0447,0.2943,0.013155,0.338654
4,112,65000,Scottsdale city,0.4019,0.5352,0.215097,0.338654
4,113,65000,Scottsdale city,0.0013,0.0002,2.60E-07,0.338654
4,117,65000,Scottsdale city,0.0012,0.0001,1.20E-07,0.338654
6,7104,65000,San Bernardino city,0.0138,0.2478,0.00342,0.497107
6,7105,65000,San Bernardino city,0.0193,0.0322,0.000621,0.497107
6,7106,65000,San Bernardino city,0.0199,0.0132,0.000263,0.497107
6,7107,65000,San Bernardino city,0.4716,0.2069,0.097574,0.497107
6,7108,65000,San Bernardino city,0.7994,0.4943,0.395143,0.497107
6,7109,65000,San Bernardino city,0.0153,0.0056,0.000086,0.497107
17,2700,65000,Rockford city,0.0005,0.0094,4.70E-06,0.1624
17,2801,65000,Rockford city,0.1675,0.9691,0.162324,0.1624
17,2901,65000,Rockford city,0.0033,0.0214,0.000071,0.1624
29,1803,65000,St. Louis city,0.0081,0.0039,0.000032,0.982504
29,1805,65000,St. Louis city,0.0045,0.0039,0.000018,0.982504
29,1807,65000,St. Louis city,0.0072,0.0051,0.000037,0.982504
29,1901,65000,St. Louis city,0.9907,0.5035,0.498817,0.982504
29,1902,65000,St. Louis city,1,0.4836,0.4836,0.982504
48,5800,65000,San Antonio city,0,0,0,0.649603
48,5901,65000,San Antonio city,1,0.0384,0.0384,0.649603
48,5902,65000,San Antonio city,0.8989,0.0725,0.06517,0.649603
48,5903,65000,San Antonio city,1,0.0694,0.0694,0.649603
48,5904,65000,San Antonio city,0.9138,0.0331,0.030247,0.649603
48,5905,65000,San Antonio city,0.8245,0.0611,0.050377,0.649603
48,5906,65000,San Antonio city,1,0.0631,0.0631,0.649603
48,5907,65000,San Antonio city,0.1774,0.1746,0.030974,0.649603
48,5908,65000,San Antonio city,0.8164,0.0432,0.035268,0.649603
48,5909,65000,San Antonio city,0.8559,0.0382,0.032695,0.649603
48,5910,65000,San Antonio city,0.9988,0.051,0.050939,0.649603
48,5911,65000,San Antonio city,0.7589,0.0539,0.040905,0.649603
48,5912,65000,San Antonio city,1,0.0657,0.0657,0.649603
48,5913,65000,San Antonio city,0.6539,0.0442,0.028902,0.649603
48,5914,65000,San Antonio city,0.1937,0.071,0.013753,0.649603
48,5915,65000,San Antonio city,0.2958,0.0821,0.024285,0.649603
48,5916,65000,San Antonio city,0.2537,0.0374,0.009488,0.649603
48,6100,65000,San Antonio city,0.0001,0.0011,1.10E-07,0.649603
6,11104,65042,San Buenaventura (Ventura) city,0.429,0.9611,0.412312,0.412335
6,11105,65042,San Buenaventura (Ventura) city,0.0006,0.0389,0.000023,0.412335
49,53001,65330,St. George city,0.0331,1,0.0331,0.0331
6,7306,66000,San Diego city,0.1256,0.0392,0.004924,0.777616
6,7307,66000,San Diego city,0.0054,0.0041,0.000022,0.777616
6,7308,66000,San Diego city,0.2874,0.0579,0.01664,0.777616
6,7309,66000,San Diego city,0.2258,0.0628,0.01418,0.777616
6,7310,66000,San Diego city,0.778,0.0977,0.076011,0.777616
6,7311,66000,San Diego city,0.9999,0.1213,0.121288,0.777616
6,7312,66000,San Diego city,0.996,0.1298,0.129281,0.777616
6,7313,66000,San Diego city,0.0077,0.0009,6.90E-06,0.777616
6,7314,66000,San Diego city,0.8249,0.149,0.12291,0.777616
6,7315,66000,San Diego city,1,0.097,0.097,0.777616
6,7316,66000,San Diego city,0.9998,0.0511,0.05109,0.777616
6,7317,66000,San Diego city,0.9987,0.0476,0.047538,0.777616
6,7318,66000,San Diego city,0.8321,0.048,0.039941,0.777616
6,7319,66000,San Diego city,0.002,0.0014,2.80E-06,0.777616
6,7320,66000,San Diego city,0.0059,0.0007,4.10E-06,0.777616
6,7321,66000,San Diego city,0.033,0.0022,0.000073,0.777616
6,7322,66000,San Diego city,0.6357,0.0892,0.056704,0.777616
55,30000,66000,Racine city,0.0465,1,0.0465,0.0465
5,100,66080,Springdale city,0.0158,0.2814,0.004446,0.029884
5,200,66080,Springdale city,0.0354,0.7186,0.025438,0.029884
6,7501,67000,San Francisco city,0.98,0.2062,0.202076,0.990209
6,7502,67000,San Francisco city,1,0.0933,0.0933,0.990209
6,7503,67000,San Francisco city,1,0.1179,0.1179,0.990209
6,7504,67000,San Francisco city,1,0.0885,0.0885,0.990209
6,7505,67000,San Francisco city,1,0.129,0.129,0.990209
6,7506,67000,San Francisco city,1,0.1758,0.1758,0.990209
6,7507,67000,San Francisco city,0.9988,0.1838,0.183579,0.990209
6,8101,67000,San Francisco city,0.0096,0.0056,0.000054,0.990209
25,1900,67000,Springfield city,1,1,1,1
49,35001,67000,Salt Lake City city,0.2991,0.406,0.121435,0.30596
49,35002,67000,Salt Lake City city,0.3212,0.4158,0.133555,0.30596
49,35003,67000,Salt Lake City city,0.3947,0.1156,0.045627,0.30596
49,35004,67000,Salt Lake City city,0.1015,0.0275,0.002791,0.30596
49,35005,67000,Salt Lake City city,0.0727,0.0351,0.002552,0.30596
51,4101,67000,Richmond city,0.0175,0.023,0.000403,0.963582
51,51224,67000,Richmond city,0.0006,0.0017,1.00E-06,0.963582
51,51225,67000,Richmond city,0.002,0.0023,4.60E-06,0.963582
51,51235,67000,Richmond city,0.9899,0.973,0.963173,0.963582
53,10501,67000,Spokane city,0.6343,0.3812,0.241795,0.468665
53,10502,67000,Spokane city,0.4241,0.5339,0.226427,0.468665
53,10503,67000,Spokane city,0.0129,0.0197,0.000254,0.468665
53,10504,67000,Spokane city,0.0029,0.0653,0.000189,0.468665
53,10502,67167,Spokane Valley city,0.0028,0.0063,0.000018,0.349898
53,10503,67167,Spokane Valley city,0.3542,0.9878,0.349879,0.349898
53,10504,67167,Spokane Valley city,0.0001,0.0059,5.90E-07,0.349898
13,1002,67284,Roswell city,0.0245,0.0267,0.000654,0.414404
13,1005,67284,Roswell city,0.4251,0.9733,0.41375,0.414404
13,3005,67284,Roswell city,0,0.0001,0,0.414404
49,35007,67440,Sandy city,0.0072,0.0137,0.000099,0.205022
49,35008,67440,Sandy city,0.0792,0.3537,0.028013,0.205022
49,35009,67440,Sandy city,0.2797,0.6325,0.17691,0.205022
6,8502,68000,San Jose city,0.3816,0.0935,0.03568,0.581477
6,8503,68000,San Jose city,0.2885,0.0417,0.01203,0.581477
6,8504,68000,San Jose city,0.3199,0.0472,0.015099,0.581477
6,8505,68000,San Jose city,0.4006,0.0717,0.028723,0.581477
6,8506,68000,San Jose city,0.0302,0.1402,0.004234,0.581477
6,8507,68000,San Jose city,0.0068,0.004,0.000027,0.581477
6,8508,68000,San Jose city,0.6332,0.0551,0.034889,0.581477
6,8509,68000,San Jose city,0.9383,0.0792,0.074313,0.581477
6,8510,68000,San Jose city,0.9655,0.1038,0.100219,0.581477
6,8511,68000,San Jose city,0.9193,0.066,0.060674,0.581477
6,8512,68000,San Jose city,0.6108,0.1175,0.071769,0.581477
6,8513,68000,San Jose city,0.716,0.1281,0.09172,0.581477
6,8514,68000,San Jose city,1,0.0521,0.0521,0.581477
51,51044,68000,Roanoke city,0.6611,0.9727,0.643052,0.643066
51,51045,68000,Roanoke city,0.0005,0.0273,0.000014,0.643066
17,3207,68003,Schaumburg village,0.0024,0.0055,0.000013,0.575391
17,3401,68003,Schaumburg village,0.0109,0.0399,0.000435,0.575391
17,3417,68003,Schaumburg village,0.0283,0.0559,0.001582,0.575391
17,3418,68003,Schaumburg village,0.6466,0.8866,0.573276,0.575391
17,3419,68003,Schaumburg village,0.007,0.0121,0.000085,0.575391
6,103,68084,San Leandro city,0.0022,0.0052,0.000011,0.39779
6,104,68084,San Leandro city,0.0195,0.0137,0.000267,0.39779
6,105,68084,San Leandro city,0.4123,0.9639,0.397416,0.39779
6,106,68084,San Leandro city,0.0056,0.0172,0.000096,0.39779
6,7303,68196,San Marcos city,0.007,0.0127,0.000089,0.466298
6,7304,68196,San Marcos city,0.0044,0.0071,0.000031,0.466298
6,7305,68196,San Marcos city,0.5014,0.9283,0.46545,0.466298
6,7309,68196,San Marcos city,0.014,0.052,0.000728,0.466298
6,8103,68252,San Mateo city,0.2401,0.369,0.088597,0.104417
6,8104,68252,San Mateo city,0.0257,0.6022,0.015477,0.104417
6,8105,68252,San Mateo city,0.0119,0.0288,0.000343,0.104417
6,110,68378,San Ramon city,0,0.001,0,0.10989
6,1305,68378,San Ramon city,0.11,0.999,0.10989,0.10989
32,101,68400,Sparks city,0.0056,0.0084,0.000047,0.00604
32,102,68400,Sparks city,0.001,0.011,0.000011,0.00604
32,103,68400,Sparks city,0.0061,0.9807,0.005982,0.00604
13,1001,68516,Sandy Springs city,0.8205,0.9998,0.820336,0.820336
13,2004,68516,Sandy Springs city,0.0002,0.0002,4.00E-08,0.820336
6,5904,69000,Santa Ana city,0.0124,0.0223,0.000277,0.897647
6,5905,69000,Santa Ana city,0.0029,0.0146,0.000042,0.897647
6,5911,69000,Santa Ana city,0.0165,0.0154,0.000254,0.897647
6,5913,69000,Santa Ana city,0.0379,0.0206,0.000781,0.897647
