year,state,place,state_name,place_name,share_in_preschool,share_in_preschool_quality,rate_learning,rate_learning_lb,rate_learning_ub,rate_learning_quality,meps20_black,meps20_black_quality,meps20_hispanic,meps20_hispanic_quality,meps20_white,meps20_white_quality,share_hs_degree,share_hs_degree_quality,share_digital_access,share_digital_access_quality,pctl_income_20,pctl_20_quality,pctl_income_50,pctl_50_quality,pctl_income_80,pctl_80_quality,pctl_income_quality,share_debt_col,share_debt_col_quality,ratio_black_nh_house_value_households,ratio_black_nh_house_value_households_quality,ratio_hispanic_house_value_households,ratio_hispanic_house_value_households_quality,ratio_other_nh_house_value_households,ratio_other_nh_house_value_households_quality,ratio_white_nh_house_value_households,ratio_white_nh_house_value_households_quality,count_homeless,count_homeless_lb,count_homeless_ub,share_homeless,homeless_quality,share_affordable_80_ami,share_affordable_50_ami,share_affordable_30_ami,share_affordable_quality,share_election_turnout,share_election_turnout_quality,share_desc_rep_asian_other,share_desc_rep_black_nonhispanic,share_desc_rep_hispanic,share_desc_rep_white_nonhispanic,share_poverty_exposure,share_poverty_exposure_quality,share_black_nh_exposure,share_black_nh_exposure_quality,share_hispanic_exposure,share_hispanic_exposure_quality,share_other_nh_exposure,share_other_nh_exposure_quality,share_white_nh_exposure,share_white_nh_exposure_quality,index_air_quality,index_air_quality_quality,ratio_high_low_ses_fb_friends,ratio_high_low_ses_fb_friends_quality,count_membership_associations_per_10k,count_membership_associations_per_10k_quality,rate_juv_arrest,rate_juv_arrest_quality,rate_violent_crime,rate_property_crime,rate_crime_quality,share_employed,share_employed_quality
2017,48,64472,Texas,San Angelo city,NA,NA,0.83899641,0.67424381,1.003749,1,0.33699059,1,0.39560655,1,0.21384384,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5%:3.8%,3,19.2%:34.5%,3,1.5%:2.1%,3,77.8%:59.6%,3,294,294,294,0.0155366482,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,48,64472,Texas,San Angelo city,NA,NA,NA,NA,NA,NA,0.34079999,1,0.37303197,1,0.21691974,1,NA,NA,NA,NA,23285.5617664,1,51657.62841944445,1,100822.65598429908,1,1,NA,NA,2.3%:3.2%,3,17.7%:35.9%,3,0.9%:1.2%,3,79.0%:59.6%,3,280,280,280,0.0147020211,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7907347120406586,1
2019,48,64472,Texas,San Angelo city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0%:3.2%,3,29.8%:34.7%,3,2.1%:2.9%,3,68.1%:59.2%,3,243,243,243,0.0129779959,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,48,64472,Texas,San Angelo city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47048558639571136,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.926641854659882,2,4.7,2,NA,NA,NA,NA,NA,NA,NA
2021,48,64472,Texas,San Angelo city,0.3337828725556305,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8678641294682553,1,0.8120039033812537,1,24793.918435862073,1,61710.41362962963,1,106266.87378014528,1,1,NA,NA,1.0%:2.7%,3,25.9%:33.8%,3,4.3%:5.2%,3,68.7%:58.3%,3,NA,NA,NA,NA,NA,1.8789601200105888,1.7229379815791173,1.6567034981439444,1,NA,NA,0.03709218217120552,0.04405388275771874,0.4378225571171317,0.4810313779539442,0,1,0.9191488345243553,1,0.5017320307330797,1,0.9326956205232,1,0.4648856501588925,1,NA,NA,NA,NA,NA,NA,1623.8532110091744,1,2097.5644108208166,4374.2014667860485,1,0.8072909288378902,1
2014,48,65000,Texas,San Antonio city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2%:7.4%,2,40.9%:55.9%,2,4.6%:4.3%,2,50.3%:32.4%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,48,65000,Texas,San Antonio city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2%:8.0%,2,40.0%:56.2%,2,5.0%:3.9%,2,50.8%:31.8%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,65000,Texas,San Antonio city,NA,NA,1.0560027,0.97035718,1.1416483,1,0.63571364,1,0.70725995,1,0.23596388,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2%:7.6%,2,43.1%:56.4%,2,3.4%:3.6%,2,49.3%:32.4%,2,8594,8582,8606,0.0265139714,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,48,65000,Texas,San Antonio city,NA,NA,0.98865616,0.89840496,1.0789074,1,0.5910154,1,0.65980434,1,0.21722339,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9%:8.1%,2,43.6%:56.3%,2,3.6%:3.7%,2,47.9%:31.9%,2,8550,8545,8555,0.0267393067,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,48,65000,Texas,San Antonio city,NA,NA,NA,NA,NA,NA,0.59493893,1,0.66774648,1,0.22534098,1,NA,NA,NA,NA,19561.924424376855,2,50250.764348861376,2,99229.7606094568,2,2,NA,NA,4.9%:8.3%,2,44.1%:56.7%,2,4.4%:4.5%,2,46.6%:30.6%,2,6903,6900,6906,0.021749679,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7753194157285245,2
2019,48,65000,Texas,San Antonio city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1%:7.3%,2,46.9%:57.0%,2,4.8%:4.5%,2,44.3%:31.1%,2,7262,7258,7266,0.0213536732,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,48,65000,Texas,San Antonio city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5114902831725331,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7221496876524384,2,0.1,1,NA,NA,NA,NA,NA,NA,NA
2021,48,65000,Texas,San Antonio city,0.3727692400444871,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8871598459106446,1,0.8622757120749509,1,24289.82305589661,2,56610.19539646675,2,112996.7189218046,2,2,0.42561,1,4.3%:6.9%,2,47.5%:60.0%,2,5.8%:5.5%,2,42.4%:27.7%,2,NA,NA,NA,NA,NA,1.4637175441976316,1.1816089020841467,1.0473381141281894,1,NA,NA,0.0516290936467439,0.06015377751753175,0.6571005339690772,0.23111659486664715,0.08833208259196057,1,0.852010904311066,1,0.28081501039207807,1,0.9002970918992899,1,0.6495086764251641,1,NA,NA,NA,NA,NA,NA,892.9353607408798,2,2293.2786816679913,6308.503074156176,2,0.763299746092988,2
2014,48,70808,Texas,Sugar Land city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1%:10.7%,2,7.1%:15.8%,2,43.6%:28.7%,2,45.2%:44.8%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,48,70808,Texas,Sugar Land city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1%:13.7%,2,6.8%:15.0%,2,38.5%:31.1%,2,46.5%:40.2%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,70808,Texas,Sugar Land city,NA,NA,1.058974,0.99928969,1.1186583,1,0.065792449,1,0.10573269,1,0.028689107,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0%:14.7%,2,10.6%:14.4%,2,37.1%:27.0%,2,46.4%:43.8%,2,1053,1053,1053,0.01420171,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,48,70808,Texas,Sugar Land city,NA,NA,0.97385019,0.90990061,1.0377998,1,0.020461472,1,0.076279528,1,0.0086268876,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7%:10.6%,2,6.8%:16.0%,2,41.0%:29.8%,2,46.5%:43.6%,2,2081,2081,2081,0.0264394972,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,48,70808,Texas,Sugar Land city,NA,NA,NA,NA,NA,NA,0.057725694,1,0.085330307,1,0.026367335,1,NA,NA,NA,NA,41462.024893537535,2,85985.39663262694,2,181497.98270911296,2,2,NA,NA,5.9%:13.1%,2,10.6%:17.2%,2,42.6%:27.7%,2,41.0%:42.0%,2,1174,1174,1174,0.0146926316,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8191846096106798,2
2019,48,70808,Texas,Sugar Land city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7%:14.4%,2,9.3%:18.0%,2,40.1%:30.0%,2,41.0%:37.5%,2,1090,1090,1090,0.0133570246,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,48,70808,Texas,Sugar Land city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7215001833575537,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9868869406635732,3,3.2,2,NA,NA,NA,NA,NA,NA,NA
2021,48,70808,Texas,Sugar Land city,0.2955424674674486,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7945246182683926,2,0.9725678322692978,1,39971.58790766768,2,102959.31058319932,2,205635.73926629173,2,2,NA,NA,4.9%:11.8%,2,8.9%:14.9%,2,44.1%:36.5%,2,42.2%:36.7%,2,NA,NA,NA,NA,NA,1.8194218725337412,1.2262870690942005,0.9312972304624856,2,NA,NA,0.4199887550783517,0.069609692396982,0.11993978525827044,0.3904617672663958,0,1,0.8830572910248919,1,0.8157440302467472,1,0.4915957276825514,1,0.5344046574010609,1,NA,NA,NA,NA,NA,NA,687.4952257275992,1,578.5693557748114,2044.9434126523504,1,0.7963815973816538,2
2014,48,72176,Texas,Temple city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7%:11.4%,3,9.7%:19.2%,3,1.2%:2.5%,3,83.4%:66.9%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,48,72176,Texas,Temple city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0%:11.4%,3,9.3%:18.1%,3,1.8%:3.9%,3,82.9%:66.6%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,72176,Texas,Temple city,NA,NA,0.84608006,0.66929245,1.0228677,1,0.89543939,1,0.79594374,1,0.49897844,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5%:10.6%,3,14.1%:21.4%,3,1.8%:3.3%,3,79.6%:64.8%,3,226,226,226,0.0261483286,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,48,72176,Texas,Temple city,NA,NA,0.93306732,0.74525088,1.1208838,1,0.80434781,1,0.71064532,1,0.44932508,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8%:12.2%,3,6.8%:16.5%,3,2.8%:3.4%,3,77.6%:67.9%,3,282,282,282,0.0326729231,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,48,72176,Texas,Temple city,NA,NA,NA,NA,NA,NA,0.62102509,1,0.5358935,1,0.33500341,1,NA,NA,NA,NA,22277.48246632411,2,57051.544458,2,113283.9662216,2,2,NA,NA,7.1%:11.5%,3,14.4%:22.4%,3,2.5%:3.3%,3,76.0%:62.7%,3,438,438,438,0.0500457026,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7780895449554714,2
2019,48,72176,Texas,Temple city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4%:10.0%,3,14.7%:20.2%,3,3.3%:3.6%,3,76.6%:66.3%,3,244,244,244,0.0279816519,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,48,72176,Texas,Temple city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.565657262573494,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.762672804017094,3,3.4,2,NA,NA,NA,NA,NA,NA,NA
2021,48,72176,Texas,Temple city,0.24880763116057236,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9345500314663312,2,0.8828487616501429,1,26027.44424488312,2,61632.45362159383,2,121651.39818256412,2,2,NA,NA,6.0%:9.6%,3,13.3%:21.1%,3,6.8%:6.4%,3,73.9%:63.0%,3,NA,NA,NA,NA,NA,1.6343950382213135,1.438269682255332,1.20924878448992,2,NA,NA,0.05962150186278514,0.13821741982597502,0.28259873998985063,0.5195623383213892,0.09836813590690688,1,0.8128184181856956,1,0.675404593062932,1,0.9153905848663056,1,0.4270412722681228,1,NA,NA,NA,NA,NA,NA,1036.2140796923406,2,1526.1223125765846,2714.34406446103,2,0.7636627369558725,2
2014,48,74144,Texas,Tyler city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4%:23.4%,2,10.9%:13.1%,2,2.1%:3.1%,3,78.6%:60.3%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,48,74144,Texas,Tyler city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1%:20.1%,2,8.2%:14.8%,2,2.0%:2.7%,3,83.7%:62.4%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,74144,Texas,Tyler city,NA,NA,1.0214472000000001,0.88059807,1.1622963,1,0.70399219,1,0.83250117,1,0.38773885,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7%:23.3%,2,8.1%:15.1%,2,2.9%:4.4%,3,78.3%:57.2%,2,370,369,371,0.0154915424,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,48,74144,Texas,Tyler city,NA,NA,1.0340348,0.88343877,1.184631,1,0.67352015,1,0.81863248,1,0.32672805,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2%:23.3%,2,14.6%:15.4%,2,3.6%:3.3%,3,71.6%:57.9%,2,422,421,423,0.017556997,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,48,74144,Texas,Tyler city,NA,NA,NA,NA,NA,NA,0.66538972,1,0.80455786,1,0.3105222,1,NA,NA,NA,NA,22047.93039049659,1,52672.551022750195,1,113423.0942322638,1,1,NA,NA,7.1%:21.9%,2,7.9%:16.7%,2,3.0%:3.3%,3,82.0%:58.0%,2,401,401,401,0.0178985894,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8133346768511353,1
2019,48,74144,Texas,Tyler city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7%:26.0%,2,16.5%:17.5%,2,0.6%:2.4%,3,69.3%:54.1%,2,417,417,417,0.0184252393,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,48,74144,Texas,Tyler city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5532157472354575,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6643296607080695,3,4.3,2,NA,NA,NA,NA,NA,NA,NA
2021,48,74144,Texas,Tyler city,0.3275523095405782,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8723448757220111,1,0.8517223307446757,1,28517.52413505867,1,56612.07247995152,1,112474.63551587563,1,1,NA,NA,15.0%:26.1%,2,9.6%:16.1%,2,2.7%:4.5%,3,72.8%:53.4%,2,NA,NA,NA,NA,NA,1.8828143924498904,1.567296909226654,1.5131549572403329,1,NA,NA,0.0524751060079089,0.2484158368669303,0.2168469198151413,0.48226213731001955,0,1,0.6378378610623274,1,0.6325582461414048,1,0.9176767162824182,1,0.3789187859501568,1,NA,NA,NA,NA,NA,NA,2349.278233795641,2,1628.472056791653,4039.2586592977273,2,0.7846054947626696,1
2014,48,76000,Texas,Waco city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7%:27.4%,2,15.3%:23.1%,2,3.4%:1.9%,3,73.6%:47.6%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,48,76000,Texas,Waco city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1%:22.3%,2,20.2%:25.7%,2,2.8%:5.1%,3,66.9%:46.9%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,76000,Texas,Waco city,NA,NA,1.0162778,0.78054774,1.2520077,1,0.90391779,1,0.90024614,1,0.41033694,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2%:23.5%,2,15.9%:26.6%,2,0.8%:1.6%,3,74.1%:48.2%,2,1516,1514,1518,0.0466878153,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,48,76000,Texas,Waco city,NA,NA,1.0149752,0.76306856,1.2668818,1,0.8914752,1,0.88066828,1,0.39401147,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7%:25.6%,2,22.7%:30.0%,2,5.2%:5.7%,3,60.5%:38.6%,2,1265,1264,1266,0.0394302085,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,48,76000,Texas,Waco city,NA,NA,NA,NA,NA,NA,0.83411181,1,0.76302487,1,0.36868614,1,NA,NA,NA,NA,13080.006635142054,1,38779.5848683322,1,81327.75131513372,1,1,NA,NA,14.8%:23.3%,2,17.6%:28.2%,2,1.7%:3.1%,3,65.9%:45.4%,2,931,931,931,0.0415421017,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7337306584923068,1
2019,48,76000,Texas,Waco city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1%:23.6%,2,19.5%:28.1%,2,1.5%:2.1%,3,66.8%:46.1%,2,874,872,876,0.039788764,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,48,76000,Texas,Waco city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4458440393526169,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6019536098202026,2,1.4,1,NA,NA,NA,NA,NA,NA,NA
2021,48,76000,Texas,Waco city,0.5013939988446526,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9894050702399814,1,0.8032236842105264,1,19345.07633698096,1,46229.17693547635,1,88399.2884685025,1,1,NA,NA,11.5%:21.4%,2,22.2%:28.0%,2,2.5%:4.5%,2,63.8%:46.1%,2,NA,NA,NA,NA,NA,1.4345033976198125,1.102776418709967,1.0420952082265618,1,NA,NA,0.04355994152046783,0.20548976608187133,0.3102266081871345,0.4407236842105263,0.42766887011199534,1,0.6922467317385743,1,0.5638141699160027,1,0.9218850633885356,1,0.4526366931283321,1,NA,NA,NA,NA,NA,NA,2853.9294249964855,2,2130.847953216374,4785.087719298245,2,0.8195175683165252,1
2014,48,79000,Texas,Wichita Falls city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3%:8.4%,3,6.9%:10.1%,3,5.4%:5.3%,3,84.4%:76.2%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,48,79000,Texas,Wichita Falls city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7%:6.7%,3,16.0%:15.1%,3,4.8%:5.0%,3,77.5%:73.3%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,79000,Texas,Wichita Falls city,NA,NA,1.0270797,0.85618526,1.1979741,1,0.80367231,1,0.80904335,1,0.5662266,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7%:9.0%,3,12.4%:13.1%,3,3.1%:3.2%,3,82.9%:74.7%,3,333,333,333,0.0220179856,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
